(0,0,0)
(0,0,0)
(0,0,0)
(0,0,0)
(10531,12,50)
(15665,9950,13500)
(18067,9950,14000)
(15665,9950,13500)
(18067,9955,14000)
(2495,9960,14000)
(19249,30000,47000)
(0,0,0)
(16564,6500,37000)
(4441,30000,57000)
(4083,130,18000)
(1533,2000,4000)
(5489,2005,3500)
(14345,2010,2500)
(17421,2015,3500)
(14345,2020,2500),(7496,2020,3700)
